sp|Q6P2Q9|PRP8_HUMAN	sp|P33334|PRP8_YEAST	62.473	2321	3059	0.0
sp|Q13164|MK07_HUMAN	sp|Q12469|SKM1_YEAST	26.522	230	83.6	1.21e-17
sp|Q13164|MK07_HUMAN	sp|P18961|YPK2_YEAST	26.570	207	83.6	1.26e-17
sp|Q13164|MK07_HUMAN	sp|P38991|AURK_YEAST	27.711	249	81.6	1.28e-17
sp|Q13164|MK07_HUMAN	sp|Q12236|PKH2_YEAST	26.891	238	82.8	3.02e-17
sp|Q13164|MK07_HUMAN	sp|P34244|HSL1_YEAST	24.855	346	82.0	5.52e-17
sp|Q13164|MK07_HUMAN	sp|P15442|GCN2_YEAST	30.921	152	81.3	8.80e-17
sp|Q13164|MK07_HUMAN	sp|P08018|PBS2_YEAST	25.559	313	79.7	1.64e-16
sp|Q13164|MK07_HUMAN	sp|P08458|SPS1_YEAST	29.245	212	76.3	1.29e-15
sp|Q13164|MK07_HUMAN	sp|P25341|KIN82_YEAST	26.482	253	75.1	4.58e-15
sp|Q13164|MK07_HUMAN	sp|P32350|KNS1_YEAST	24.845	322	74.3	8.01e-15
sp|Q13164|MK07_HUMAN	sp|P24583|KPC1_YEAST	25.214	234	73.9	1.60e-14
sp|Q13164|MK07_HUMAN	sp|P22204|DBF2_YEAST	26.347	167	72.0	4.04e-14
sp|Q13164|MK07_HUMAN	sp|P53739|FPK1_YEAST	24.706	255	70.5	1.57e-13
sp|Q13164|MK07_HUMAN	sp|P38070|YPK3_YEAST	23.770	244	68.2	5.51e-13
sp|Q13164|MK07_HUMAN	sp|P32361|IRE1_YEAST	21.408	341	65.5	5.31e-12
sp|Q13164|MK07_HUMAN	sp|P53894|CBK1_YEAST	21.893	169	65.1	5.96e-12
sp|Q13164|MK07_HUMAN	sp|P32328|DBF20_YEAST	21.371	248	63.2	2.37e-11
sp|Q13164|MK07_HUMAN	sp|P23291|KC11_YEAST	26.190	168	47.4	1.82e-06
sp|P55884|EIF3B_HUMAN	sp|P06103|EIF3B_YEAST	31.756	655	348	2.20e-109
sp|Q6IA86|ELP2_HUMAN	sp|P42935|ELP2_YEAST	31.026	780	357	2.32e-112
sp|Q6IA86|ELP2_HUMAN	sp|P25382|NLE1_YEAST	21.813	353	55.5	5.12e-09
sp|Q6IA86|ELP2_HUMAN	sp|Q04491|SEC13_YEAST	21.311	305	52.4	2.85e-08
sp|Q6IA86|ELP2_HUMAN	sp|P38129|TAF5_YEAST	29.114	158	49.3	5.35e-07
sp|Q6IA86|ELP2_HUMAN	sp|Q05583|CIAO1_YEAST	24.436	266	45.4	4.82e-06
sp|Q9NXH9|TRM1_HUMAN	sp|P15565|TRM1_YEAST	37.024	551	344	7.08e-112
sp|P53602|MVD1_HUMAN	sp|P32377|MVD1_YEAST	47.328	393	329	1.23e-111
sp|P53611|PGTB2_HUMAN	sp|P20133|PGTB2_YEAST	51.887	318	348	4.39e-121
sp|P53611|PGTB2_HUMAN	sp|P22007|FNTB_YEAST	31.818	264	126	2.81e-34
sp|P53611|PGTB2_HUMAN	sp|P22007|FNTB_YEAST	27.879	165	48.1	2.30e-07
sp|Q9HCN4|GPN1_HUMAN	sp|P47122|GPN1_YEAST	50.411	365	348	1.21e-119
sp|Q9HCN4|GPN1_HUMAN	sp|Q08726|GPN2_YEAST	27.350	234	100	7.54e-25
sp|Q8NI77|KI18A_HUMAN	sp|P53086|KIP3_YEAST	45.250	400	348	6.60e-108
sp|Q8NI77|KI18A_HUMAN	sp|P28742|KIP1_YEAST	36.896	393	201	2.85e-54
sp|Q8NI77|KI18A_HUMAN	sp|P17119|KAR3_YEAST	36.271	295	172	8.78e-46
sp|Q8NI77|KI18A_HUMAN	sp|P27895|CIN8_YEAST	36.977	311	148	1.02e-37
sp|Q8NI77|KI18A_HUMAN	sp|P27895|CIN8_YEAST	29.775	178	84.7	7.28e-18
sp|P63244|RACK1_HUMAN	sp|P38011|GBLP_YEAST	53.822	314	347	4.30e-121
sp|P63244|RACK1_HUMAN	sp|P38129|TAF5_YEAST	29.187	209	93.2	3.89e-22
sp|P63244|RACK1_HUMAN	sp|P38129|TAF5_YEAST	30.769	195	83.2	9.23e-19
sp|P63244|RACK1_HUMAN	sp|P38129|TAF5_YEAST	26.866	268	77.0	1.04e-16
sp|P63244|RACK1_HUMAN	sp|P38129|TAF5_YEAST	25.726	241	58.5	9.70e-11
sp|P63244|RACK1_HUMAN	sp|P25382|NLE1_YEAST	25.496	353	90.1	2.63e-21
sp|P63244|RACK1_HUMAN	sp|P25382|NLE1_YEAST	24.859	354	86.7	4.07e-20
sp|P63244|RACK1_HUMAN	sp|Q12417|PRP46_YEAST	28.372	215	80.5	3.95e-18
sp|P63244|RACK1_HUMAN	sp|Q12417|PRP46_YEAST	23.701	308	77.0	7.08e-17
sp|P63244|RACK1_HUMAN	sp|P53622|COPA_YEAST	26.573	286	78.2	4.29e-17
sp|P63244|RACK1_HUMAN	sp|P53622|COPA_YEAST	28.966	145	61.2	1.62e-11
sp|P63244|RACK1_HUMAN	sp|P41318|LST8_YEAST	24.324	296	75.5	1.01e-16
sp|P63244|RACK1_HUMAN	sp|P41318|LST8_YEAST	22.703	185	53.1	3.11e-09
sp|P63244|RACK1_HUMAN	sp|P41318|LST8_YEAST	27.885	104	48.1	1.43e-07
sp|P63244|RACK1_HUMAN	sp|Q05946|UTP13_YEAST	24.312	218	76.6	1.22e-16
sp|P63244|RACK1_HUMAN	sp|Q05946|UTP13_YEAST	26.923	234	67.4	1.48e-13
sp|P63244|RACK1_HUMAN	sp|Q05946|UTP13_YEAST	22.744	277	58.5	1.22e-10
sp|P63244|RACK1_HUMAN	sp|P20053|PRP4_YEAST	27.132	258	70.9	8.40e-15
sp|P63244|RACK1_HUMAN	sp|P20053|PRP4_YEAST	27.165	254	68.9	3.65e-14
sp|P63244|RACK1_HUMAN	sp|P20053|PRP4_YEAST	23.832	214	65.1	6.42e-13
sp|P63244|RACK1_HUMAN	sp|P41811|COPB2_YEAST	28.302	212	70.5	1.34e-14
sp|P63244|RACK1_HUMAN	sp|P41811|COPB2_YEAST	28.846	156	61.2	1.30e-11
sp|P63244|RACK1_HUMAN	sp|P41811|COPB2_YEAST	23.923	209	61.2	1.60e-11
sp|P63244|RACK1_HUMAN	sp|P41811|COPB2_YEAST	24.583	240	60.8	1.95e-11
sp|P63244|RACK1_HUMAN	sp|P25635|PWP2_YEAST	21.348	267	70.1	2.15e-14
sp|P63244|RACK1_HUMAN	sp|P25635|PWP2_YEAST	26.923	208	60.8	2.09e-11
sp|P63244|RACK1_HUMAN	sp|P25635|PWP2_YEAST	23.741	139	45.4	1.88e-06
sp|P63244|RACK1_HUMAN	sp|P42841|PFS2_YEAST	27.160	162	68.6	4.11e-14
sp|P63244|RACK1_HUMAN	sp|P42841|PFS2_YEAST	24.903	257	58.9	6.17e-11
sp|P63244|RACK1_HUMAN	sp|P42841|PFS2_YEAST	22.519	262	57.0	2.35e-10
sp|P63244|RACK1_HUMAN	sp|Q12220|UTP12_YEAST	24.155	207	63.9	1.94e-12
sp|P63244|RACK1_HUMAN	sp|Q12220|UTP12_YEAST	23.552	259	60.1	3.74e-11
sp|P63244|RACK1_HUMAN	sp|Q12220|UTP12_YEAST	28.082	146	59.3	5.92e-11
sp|P63244|RACK1_HUMAN	sp|Q12220|UTP12_YEAST	25.191	131	48.1	2.76e-07
sp|P63244|RACK1_HUMAN	sp|P36037|DOA1_YEAST	33.149	181	60.1	3.57e-11
sp|P63244|RACK1_HUMAN	sp|P36037|DOA1_YEAST	27.461	193	50.4	4.66e-08
sp|P63244|RACK1_HUMAN	sp|P36037|DOA1_YEAST	26.490	302	44.7	2.78e-06
sp|P63244|RACK1_HUMAN	sp|P18851|GBB_YEAST	23.248	314	56.6	3.36e-10
sp|P63244|RACK1_HUMAN	sp|P40066|GLE2_YEAST	31.356	118	54.7	1.10e-09
sp|P63244|RACK1_HUMAN	sp|P40968|PRP17_YEAST	22.472	267	54.7	1.62e-09
sp|P63244|RACK1_HUMAN	sp|P40968|PRP17_YEAST	25.568	176	50.4	3.57e-08
sp|P63244|RACK1_HUMAN	sp|P39984|HAT2_YEAST	24.545	220	48.9	1.01e-07
sp|P63244|RACK1_HUMAN	sp|Q05583|CIAO1_YEAST	24.590	244	48.1	1.50e-07
sp|P63244|RACK1_HUMAN	sp|Q04305|UTP15_YEAST	23.830	235	47.8	3.16e-07
sp|P63244|RACK1_HUMAN	sp|P53197|CDH1_YEAST	22.951	244	47.0	4.82e-07
sp|P63244|RACK1_HUMAN	sp|P40217|EIF3I_YEAST	25.424	177	46.2	7.40e-07
sp|P63244|RACK1_HUMAN	sp|P33750|DCA13_YEAST	32.911	79	45.8	1.05e-06
sp|P63244|RACK1_HUMAN	sp|P33750|DCA13_YEAST	24.211	285	43.5	5.58e-06
sp|P63244|RACK1_HUMAN	sp|Q04491|SEC13_YEAST	25.591	254	44.3	2.52e-06
sp|P63244|RACK1_HUMAN	sp|Q06440|CORO_YEAST	28.889	135	44.7	2.93e-06
sp|P63244|RACK1_HUMAN	sp|P42935|ELP2_YEAST	24.576	236	44.7	3.14e-06
sp|P63244|RACK1_HUMAN	sp|Q03897|WDR59_YEAST	27.068	133	44.3	3.90e-06
sp|O14983|AT2A1_HUMAN	sp|P13586|ATC1_YEAST	31.678	1007	422	1.48e-133
sp|O14983|AT2A1_HUMAN	sp|Q01896|ATN2_YEAST	28.403	1102	346	4.73e-104
sp|O14983|AT2A1_HUMAN	sp|Q12691|ATN5_YEAST	29.075	1049	346	5.90e-104
sp|O14983|AT2A1_HUMAN	sp|P13587|ATN1_YEAST	28.131	1102	343	1.08e-102
sp|O14983|AT2A1_HUMAN	sp|P38929|ATC2_YEAST	34.973	366	183	2.02e-48
sp|O14983|AT2A1_HUMAN	sp|P38929|ATC2_YEAST	30.026	383	142	1.07e-35
sp|O14983|AT2A1_HUMAN	sp|P39986|SPF1_YEAST	24.212	698	93.2	2.49e-20
sp|O14983|AT2A1_HUMAN	sp|Q12697|YPK9_YEAST	24.713	348	75.1	8.67e-15
sp|O14983|AT2A1_HUMAN	sp|P40527|ATC7_YEAST	20.000	755	67.4	2.26e-12
sp|O14983|AT2A1_HUMAN	sp|P38995|ATU2_YEAST	25.806	186	62.4	7.34e-11
sp|O14983|AT2A1_HUMAN	sp|P38995|ATU2_YEAST	24.354	271	56.2	4.76e-09
sp|O14983|AT2A1_HUMAN	sp|P39524|ATC3_YEAST	23.093	472	60.8	1.86e-10
sp|O14983|AT2A1_HUMAN	sp|P38360|ATU1_YEAST	21.925	187	52.0	1.02e-07
sp|Q03701|CEBPZ_HUMAN	sp|Q12176|MAK21_YEAST	33.333	675	332	5.70e-99
sp|P51553|IDH3G_HUMAN	sp|P28834|IDH1_YEAST	49.419	344	347	3.19e-119
sp|P51553|IDH3G_HUMAN	sp|P28241|IDH2_YEAST	41.003	339	249	3.52e-81
sp|P35249|RFC4_HUMAN	sp|P40348|RFC2_YEAST	53.211	327	346	2.04e-119
sp|P35249|RFC4_HUMAN	sp|P38629|RFC3_YEAST	35.905	337	219	6.69e-70
sp|P35249|RFC4_HUMAN	sp|P40339|RFC4_YEAST	36.615	325	194	1.18e-60
sp|P35249|RFC4_HUMAN	sp|P38251|RFC5_YEAST	35.593	236	127	6.03e-35
sp|P35249|RFC4_HUMAN	sp|P38630|RFC1_YEAST	27.706	231	65.9	6.49e-13
sp|P35249|RFC4_HUMAN	sp|P40151|WRIP1_YEAST	25.547	274	43.9	5.81e-06
sp|Q9UM11|FZR1_HUMAN	sp|P53197|CDH1_YEAST	39.155	521	343	1.39e-113
sp|Q9UM11|FZR1_HUMAN	sp|P26309|CDC20_YEAST	38.924	316	226	3.92e-68
sp|Q9UM11|FZR1_HUMAN	sp|P25382|NLE1_YEAST	24.419	258	73.2	5.85e-15
sp|Q9UM11|FZR1_HUMAN	sp|P25382|NLE1_YEAST	32.743	113	66.2	9.36e-13
sp|Q9UM11|FZR1_HUMAN	sp|P25382|NLE1_YEAST	24.701	251	65.9	1.22e-12
sp|Q9UM11|FZR1_HUMAN	sp|P25382|NLE1_YEAST	35.616	73	47.8	6.29e-07
sp|Q9UM11|FZR1_HUMAN	sp|P25382|NLE1_YEAST	21.693	189	46.6	1.47e-06
sp|Q9UM11|FZR1_HUMAN	sp|P20053|PRP4_YEAST	23.885	314	68.9	1.20e-13
sp|Q9UM11|FZR1_HUMAN	sp|P20053|PRP4_YEAST	28.889	180	59.7	9.11e-11
sp|Q9UM11|FZR1_HUMAN	sp|P38129|TAF5_YEAST	20.076	264	61.6	3.63e-11
sp|Q9UM11|FZR1_HUMAN	sp|P38129|TAF5_YEAST	24.432	176	55.5	2.62e-09
sp|Q9UM11|FZR1_HUMAN	sp|P38129|TAF5_YEAST	26.131	199	54.3	6.55e-09
sp|Q9UM11|FZR1_HUMAN	sp|P38129|TAF5_YEAST	25.789	190	49.7	2.11e-07
sp|Q9UM11|FZR1_HUMAN	sp|P42841|PFS2_YEAST	20.275	291	60.1	6.88e-11
sp|Q9UM11|FZR1_HUMAN	sp|P38011|GBLP_YEAST	24.088	274	56.2	7.25e-10
sp|Q9UM11|FZR1_HUMAN	sp|P38011|GBLP_YEAST	24.545	220	53.9	4.69e-09
sp|Q9UM11|FZR1_HUMAN	sp|P41318|LST8_YEAST	24.481	241	55.1	1.73e-09
sp|Q9UM11|FZR1_HUMAN	sp|P25635|PWP2_YEAST	21.965	173	55.8	2.54e-09
sp|Q9UM11|FZR1_HUMAN	sp|P25635|PWP2_YEAST	21.329	286	54.7	5.43e-09
sp|Q9UM11|FZR1_HUMAN	sp|P25635|PWP2_YEAST	24.453	274	49.3	2.35e-07
sp|Q9UM11|FZR1_HUMAN	sp|P38968|SEC31_YEAST	26.126	222	54.3	6.89e-09
sp|Q9UM11|FZR1_HUMAN	sp|P40968|PRP17_YEAST	25.143	175	52.4	1.93e-08
sp|Q9UM11|FZR1_HUMAN	sp|Q04491|SEC13_YEAST	25.373	201	49.7	8.48e-08
sp|Q9UM11|FZR1_HUMAN	sp|P41811|COPB2_YEAST	25.517	145	49.7	1.83e-07
sp|Q9UM11|FZR1_HUMAN	sp|P53622|COPA_YEAST	23.944	142	49.3	2.48e-07
sp|Q9UM11|FZR1_HUMAN	sp|Q05583|CIAO1_YEAST	25.000	172	48.1	3.74e-07
sp|Q9UM11|FZR1_HUMAN	sp|Q05583|CIAO1_YEAST	25.000	188	45.4	2.20e-06
sp|Q9UM11|FZR1_HUMAN	sp|Q05583|CIAO1_YEAST	24.444	180	44.7	3.94e-06
sp|Q9UM11|FZR1_HUMAN	sp|Q12417|PRP46_YEAST	23.684	152	47.0	1.11e-06
sp|Q9UM11|FZR1_HUMAN	sp|Q12417|PRP46_YEAST	22.335	197	44.3	7.70e-06
sp|Q9UM11|FZR1_HUMAN	sp|Q06440|CORO_YEAST	23.661	224	46.2	1.94e-06
sp|Q9UM11|FZR1_HUMAN	sp|Q12220|UTP12_YEAST	22.093	258	46.2	2.33e-06
sp|Q9UM11|FZR1_HUMAN	sp|Q06078|UTP21_YEAST	21.364	220	45.1	5.93e-06
sp|Q8IYD8|FANCM_HUMAN	sp|P40562|MPH1_YEAST	31.270	630	280	7.41e-79
sp|Q8IYD8|FANCM_HUMAN	sp|P32892|DRS1_YEAST	28.696	115	52.8	1.15e-07
sp|Q8IYD8|FANCM_HUMAN	sp|P53327|ASCC3_YEAST	26.220	164	50.8	5.56e-07
sp|Q8IYD8|FANCM_HUMAN	sp|P53327|ASCC3_YEAST	30.882	68	48.5	3.17e-06
sp|Q8IYD8|FANCM_HUMAN	sp|P32639|BRR2_YEAST	30.625	160	49.7	1.24e-06
sp|Q8IYD8|FANCM_HUMAN	sp|P25808|SPB4_YEAST	42.373	59	48.1	2.63e-06
sp|Q8IYD8|FANCM_HUMAN	sp|P39517|DHH1_YEAST	26.230	122	46.6	7.25e-06
sp|Q8IYD8|FANCM_HUMAN	sp|Q03532|HAS1_YEAST	28.947	114	46.6	7.75e-06
sp|P40937|RFC5_HUMAN	sp|P38629|RFC3_YEAST	49.704	338	345	8.97e-120
sp|P40937|RFC5_HUMAN	sp|P40348|RFC2_YEAST	36.923	325	211	6.49e-67
sp|P40937|RFC5_HUMAN	sp|P40339|RFC4_YEAST	36.422	313	200	2.35e-63
sp|P40937|RFC5_HUMAN	sp|P38251|RFC5_YEAST	29.237	236	109	2.15e-28
sp|P40937|RFC5_HUMAN	sp|P40151|WRIP1_YEAST	27.778	234	61.2	1.53e-11
sp|P40937|RFC5_HUMAN	sp|P38630|RFC1_YEAST	24.464	233	51.6	2.35e-08
sp|P36551|HEM6_HUMAN	sp|P11353|HEM6_YEAST	52.978	319	343	1.38e-117
sp|O60524|NEMF_HUMAN	sp|Q12532|RQC2_YEAST	30.194	722	297	3.04e-86
sp|O60524|NEMF_HUMAN	sp|Q12532|RQC2_YEAST	28.019	207	57.4	2.79e-09
sp|P24941|CDK2_HUMAN	sp|P00546|CDK1_YEAST	62.081	298	389	1.84e-138
sp|P24941|CDK2_HUMAN	sp|P17157|PHO85_YEAST	56.122	294	342	1.04e-119
sp|P24941|CDK2_HUMAN	sp|P06242|KIN28_YEAST	40.206	291	229	1.60e-75
sp|P24941|CDK2_HUMAN	sp|Q03957|CTK1_YEAST	38.538	301	221	7.46e-70
sp|P24941|CDK2_HUMAN	sp|P16892|FUS3_YEAST	36.893	309	191	5.84e-60
sp|P24941|CDK2_HUMAN	sp|P39073|SSN3_YEAST	37.363	273	190	1.46e-57
sp|P24941|CDK2_HUMAN	sp|P14681|KSS1_YEAST	38.387	310	184	6.08e-57
sp|P24941|CDK2_HUMAN	sp|P32485|HOG1_YEAST	38.246	285	181	3.69e-55
sp|P24941|CDK2_HUMAN	sp|Q00772|SLT2_YEAST	37.667	300	176	6.77e-53
sp|P24941|CDK2_HUMAN	sp|P41808|SMK1_YEAST	34.091	308	170	2.24e-51
sp|P24941|CDK2_HUMAN	sp|P38615|RIM11_YEAST	33.893	298	162	9.48e-49
sp|P24941|CDK2_HUMAN	sp|P36005|KDX1_YEAST	32.673	303	159	6.40e-47
sp|P24941|CDK2_HUMAN	sp|P21965|MCK1_YEAST	33.876	307	155	5.72e-46
sp|P24941|CDK2_HUMAN	sp|P50873|MRK1_YEAST	31.229	301	141	1.30e-39
sp|P24941|CDK2_HUMAN	sp|P14680|YAK1_YEAST	36.530	219	136	3.07e-37
sp|P24941|CDK2_HUMAN	sp|P19454|CSK22_YEAST	30.844	308	130	1.03e-36
sp|P24941|CDK2_HUMAN	sp|P06782|SNF1_YEAST	34.404	218	120	6.49e-32
sp|P24941|CDK2_HUMAN	sp|Q12263|GIN4_YEAST	32.660	297	121	6.96e-32
sp|P24941|CDK2_HUMAN	sp|P15790|CSK21_YEAST	32.271	251	116	2.22e-31
sp|P24941|CDK2_HUMAN	sp|P25389|KCC4_YEAST	29.352	293	112	6.99e-29
sp|P24941|CDK2_HUMAN	sp|P34244|HSL1_YEAST	27.044	318	109	8.32e-28
sp|P24941|CDK2_HUMAN	sp|P08458|SPS1_YEAST	28.169	284	101	2.60e-25
sp|P24941|CDK2_HUMAN	sp|Q03497|STE20_YEAST	32.889	225	100	5.49e-25
sp|P24941|CDK2_HUMAN	sp|P38692|KIC1_YEAST	34.010	197	100	1.17e-24
sp|P24941|CDK2_HUMAN	sp|Q12469|SKM1_YEAST	28.163	245	97.1	1.08e-23
sp|P24941|CDK2_HUMAN	sp|P12688|YPK1_YEAST	29.766	299	96.3	1.81e-23
sp|P24941|CDK2_HUMAN	sp|P06245|KAPB_YEAST	26.174	298	92.8	1.22e-22
sp|P24941|CDK2_HUMAN	sp|P32562|CDC5_YEAST	25.455	275	94.0	1.29e-22
sp|P24941|CDK2_HUMAN	sp|P11792|SCH9_YEAST	27.869	305	94.0	1.39e-22
sp|P24941|CDK2_HUMAN	sp|P38991|AURK_YEAST	26.644	289	92.4	1.50e-22
sp|P24941|CDK2_HUMAN	sp|P18961|YPK2_YEAST	29.097	299	93.2	2.13e-22
sp|P24941|CDK2_HUMAN	sp|Q03306|PKH3_YEAST	25.633	316	93.2	2.51e-22
sp|P24941|CDK2_HUMAN	sp|P24583|KPC1_YEAST	27.541	305	93.2	3.15e-22
sp|P24941|CDK2_HUMAN	sp|P05986|KAPC_YEAST	31.000	200	91.7	3.75e-22
sp|P24941|CDK2_HUMAN	sp|P38070|YPK3_YEAST	29.098	244	91.3	9.17e-22
sp|P24941|CDK2_HUMAN	sp|P06244|KAPA_YEAST	24.579	297	89.7	1.45e-21
sp|P24941|CDK2_HUMAN	sp|P48562|CLA4_YEAST	27.347	245	89.7	3.53e-21
sp|P24941|CDK2_HUMAN	sp|P32361|IRE1_YEAST	26.765	340	88.2	1.55e-20
sp|P24941|CDK2_HUMAN	sp|P53739|FPK1_YEAST	26.959	319	87.8	1.88e-20
sp|P24941|CDK2_HUMAN	sp|P08018|PBS2_YEAST	28.054	221	83.6	4.43e-19
sp|P24941|CDK2_HUMAN	sp|P25341|KIN82_YEAST	26.032	315	82.4	9.91e-19
sp|P24941|CDK2_HUMAN	sp|P32350|KNS1_YEAST	27.273	253	82.0	1.62e-18
sp|P24941|CDK2_HUMAN	sp|Q03407|PKH1_YEAST	24.839	310	81.6	2.08e-18
sp|P24941|CDK2_HUMAN	sp|Q12236|PKH2_YEAST	23.355	304	81.6	2.26e-18
sp|P24941|CDK2_HUMAN	sp|P22204|DBF2_YEAST	30.292	274	79.7	7.68e-18
sp|P24941|CDK2_HUMAN	sp|P32328|DBF20_YEAST	29.183	257	75.1	2.89e-16
sp|P24941|CDK2_HUMAN	sp|P15442|GCN2_YEAST	30.178	169	72.8	1.87e-15
sp|P24941|CDK2_HUMAN	sp|P15442|GCN2_YEAST	41.270	63	48.5	1.87e-07
sp|P24941|CDK2_HUMAN	sp|P53894|CBK1_YEAST	31.818	154	64.7	9.16e-13
sp|P24941|CDK2_HUMAN	sp|Q03656|SKY1_YEAST	29.121	182	56.6	3.48e-10
sp|P24941|CDK2_HUMAN	sp|Q03656|SKY1_YEAST	29.114	158	55.8	5.87e-10
sp|P24941|CDK2_HUMAN	sp|P23291|KC11_YEAST	27.586	203	52.0	1.11e-08
sp|P24941|CDK2_HUMAN	sp|P29295|HRR25_YEAST	26.636	214	46.2	8.26e-07
sp|P30419|NMT1_HUMAN	sp|P14743|NMT_YEAST	44.110	399	338	7.46e-113
sp|Q9HBY8|SGK2_HUMAN	sp|P12688|YPK1_YEAST	51.304	345	343	4.92e-114
sp|Q9HBY8|SGK2_HUMAN	sp|P18961|YPK2_YEAST	50.437	343	333	2.66e-110
sp|Q9HBY8|SGK2_HUMAN	sp|P11792|SCH9_YEAST	43.620	337	290	2.61e-92
sp|Q9HBY8|SGK2_HUMAN	sp|P05986|KAPC_YEAST	44.027	293	259	4.50e-85
sp|Q9HBY8|SGK2_HUMAN	sp|P06244|KAPA_YEAST	42.466	292	256	9.16e-84
sp|Q9HBY8|SGK2_HUMAN	sp|P06245|KAPB_YEAST	43.836	292	253	1.22e-82
sp|Q9HBY8|SGK2_HUMAN	sp|P24583|KPC1_YEAST	38.692	367	263	2.00e-80
sp|Q9HBY8|SGK2_HUMAN	sp|P25341|KIN82_YEAST	38.907	311	224	4.33e-68
sp|Q9HBY8|SGK2_HUMAN	sp|P53739|FPK1_YEAST	38.033	305	218	2.66e-65
sp|Q9HBY8|SGK2_HUMAN	sp|P53894|CBK1_YEAST	34.085	355	195	2.27e-57
sp|Q9HBY8|SGK2_HUMAN	sp|P38070|YPK3_YEAST	32.992	391	190	6.62e-57
sp|Q9HBY8|SGK2_HUMAN	sp|P32328|DBF20_YEAST	30.769	377	179	1.16e-52
sp|Q9HBY8|SGK2_HUMAN	sp|P22204|DBF2_YEAST	31.481	378	176	1.63e-51
sp|Q9HBY8|SGK2_HUMAN	sp|Q03407|PKH1_YEAST	34.164	281	167	3.83e-47
sp|Q9HBY8|SGK2_HUMAN	sp|Q12236|PKH2_YEAST	35.315	286	167	5.69e-47
sp|Q9HBY8|SGK2_HUMAN	sp|Q03306|PKH3_YEAST	32.203	295	158	6.00e-44
sp|Q9HBY8|SGK2_HUMAN	sp|P38991|AURK_YEAST	34.818	247	136	6.48e-38
sp|Q9HBY8|SGK2_HUMAN	sp|P06782|SNF1_YEAST	30.449	312	135	3.39e-36
sp|Q9HBY8|SGK2_HUMAN	sp|P32562|CDC5_YEAST	31.641	256	134	5.67e-36
sp|Q9HBY8|SGK2_HUMAN	sp|P34244|HSL1_YEAST	29.866	298	132	4.89e-35
sp|Q9HBY8|SGK2_HUMAN	sp|P48562|CLA4_YEAST	29.487	234	125	1.15e-32
sp|Q9HBY8|SGK2_HUMAN	sp|P25389|KCC4_YEAST	30.147	272	119	1.47e-30
sp|Q9HBY8|SGK2_HUMAN	sp|Q12263|GIN4_YEAST	30.268	261	114	6.17e-29
sp|Q9HBY8|SGK2_HUMAN	sp|Q03497|STE20_YEAST	30.244	205	113	1.36e-28
sp|Q9HBY8|SGK2_HUMAN	sp|Q12469|SKM1_YEAST	29.515	227	112	3.97e-28
sp|Q9HBY8|SGK2_HUMAN	sp|P08458|SPS1_YEAST	29.876	241	104	6.32e-26
sp|Q9HBY8|SGK2_HUMAN	sp|P38692|KIC1_YEAST	30.348	201	94.7	2.83e-22
sp|Q9HBY8|SGK2_HUMAN	sp|P17157|PHO85_YEAST	28.169	213	87.4	1.05e-20
sp|Q9HBY8|SGK2_HUMAN	sp|P32485|HOG1_YEAST	31.132	212	85.5	1.49e-19
sp|Q9HBY8|SGK2_HUMAN	sp|P08018|PBS2_YEAST	31.416	226	82.4	2.64e-18
sp|Q9HBY8|SGK2_HUMAN	sp|P41808|SMK1_YEAST	27.897	233	79.7	1.16e-17
sp|Q9HBY8|SGK2_HUMAN	sp|Q03957|CTK1_YEAST	26.852	216	78.6	4.82e-17
sp|Q9HBY8|SGK2_HUMAN	sp|P16892|FUS3_YEAST	24.889	225	76.3	1.28e-16
sp|Q9HBY8|SGK2_HUMAN	sp|Q00772|SLT2_YEAST	25.941	239	76.3	2.59e-16
sp|Q9HBY8|SGK2_HUMAN	sp|P06242|KIN28_YEAST	27.053	207	73.2	9.62e-16
sp|Q9HBY8|SGK2_HUMAN	sp|P14681|KSS1_YEAST	26.638	229	73.2	1.59e-15
sp|Q9HBY8|SGK2_HUMAN	sp|P38615|RIM11_YEAST	26.316	228	71.2	6.38e-15
sp|Q9HBY8|SGK2_HUMAN	sp|P00546|CDK1_YEAST	26.957	230	70.1	1.01e-14
sp|Q9HBY8|SGK2_HUMAN	sp|P50873|MRK1_YEAST	29.778	225	70.9	1.32e-14
sp|Q9HBY8|SGK2_HUMAN	sp|P21965|MCK1_YEAST	26.941	219	66.2	3.48e-13
sp|Q9HBY8|SGK2_HUMAN	sp|P14680|YAK1_YEAST	23.697	211	66.6	4.05e-13
sp|Q9HBY8|SGK2_HUMAN	sp|P39073|SSN3_YEAST	30.709	127	62.8	5.33e-12
sp|Q9HBY8|SGK2_HUMAN	sp|P15442|GCN2_YEAST	27.215	158	62.8	9.40e-12
sp|Q9HBY8|SGK2_HUMAN	sp|P36005|KDX1_YEAST	29.412	136	61.2	1.73e-11
sp|Q9HBY8|SGK2_HUMAN	sp|P15790|CSK21_YEAST	25.701	214	59.3	5.87e-11
sp|Q9HBY8|SGK2_HUMAN	sp|P19454|CSK22_YEAST	24.171	211	58.9	6.09e-11
sp|Q9HBY8|SGK2_HUMAN	sp|P32350|KNS1_YEAST	22.101	276	55.1	1.92e-09
sp|Q9HBY8|SGK2_HUMAN	sp|P32361|IRE1_YEAST	25.758	198	53.5	6.91e-09
sp|Q9HBY8|SGK2_HUMAN	sp|P23292|KC12_YEAST	27.097	155	49.7	8.15e-08
