Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology IDs
P22211	reviewed	NPR1_YEAST	Nitrogen permease reactivator protein (EC 2.7.11.1) (Serine/threonine-protein kinase NPR1)	NPR1 YNL183C N1631	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	790	cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; 3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]; negative regulation of endocytosis [GO:0045806]; regulation of sphingolipid biosynthetic process [GO:0090153]	GO:0004674; GO:0004676; GO:0004677; GO:0004679; GO:0004694; GO:0004711; GO:0005524; GO:0005737; GO:0005794; GO:0005829; GO:0005886; GO:0035175; GO:0035402; GO:0035403; GO:0035979; GO:0044022; GO:0044023; GO:0044024; GO:0044025; GO:0045806; GO:0072354; GO:0072371; GO:0072518; GO:0090153; GO:0106310; GO:0140823; GO:0140855; GO:0140857; GO:1990244
P22213	reviewed	SLY1_YEAST	Protein SLY1 (Suppressor of loss of YPT1 protein 1)	SLY1 YDR189W YD9346.01 YD9395.22	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	666	COPII-coated ER to Golgi transport vesicle [GO:0030134]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; SNARE binding [GO:0000149]; syntaxin binding [GO:0019905]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; positive regulation of SNARE complex assembly [GO:0035543]; regulation of Ras protein signal transduction [GO:0046578]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; vesicle fusion with Golgi apparatus [GO:0048280]	GO:0000139; GO:0000149; GO:0005737; GO:0005783; GO:0005829; GO:0006886; GO:0006888; GO:0006890; GO:0016020; GO:0019905; GO:0030134; GO:0035543; GO:0046578; GO:0048280
P22214	reviewed	SEC22_YEAST	Protein transport protein SEC22 (Suppressor of loss of YPT1 protein 2)	SEC22 SLY2 TSL26 YLR268W L8479.3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	214	cytoplasmic side of endoplasmic reticulum membrane [GO:0098554]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi to ER transport vesicle membrane [GO:0012508]; membrane [GO:0016020]; SNARE complex [GO:0031201]; SNAP receptor activity [GO:0005484]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; vesicle fusion [GO:0006906]; vesicle fusion with endoplasmic reticulum [GO:0048279]; vesicle fusion with Golgi apparatus [GO:0048280]	GO:0000139; GO:0005484; GO:0005783; GO:0005789; GO:0005794; GO:0006886; GO:0006888; GO:0006890; GO:0006906; GO:0012507; GO:0012508; GO:0016020; GO:0031201; GO:0048279; GO:0048280; GO:0098554
P22216	reviewed	RAD53_YEAST	Serine/threonine-protein kinase RAD53 (EC 2.7.12.1) (CHEK2 homolog) (Serine-protein kinase 1)	RAD53 MEC2 SAD1 SPK1 YPL153C P2588	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	821	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; protein tyrosine kinase activity [GO:0004713]; deoxyribonucleoside triphosphate biosynthetic process [GO:0009202]; DNA damage checkpoint signaling [GO:0000077]; DNA repair [GO:0006281]; DNA replication initiation [GO:0006270]; meiotic recombination checkpoint signaling [GO:0051598]; negative regulation of DNA damage checkpoint [GO:2000002]; protein localization [GO:0008104]; regulation of DNA repair [GO:0006282]; telomere maintenance in response to DNA damage [GO:0043247]	GO:0000077; GO:0003688; GO:0004672; GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006270; GO:0006281; GO:0006282; GO:0008104; GO:0009202; GO:0043247; GO:0051598; GO:0106310; GO:2000002
P22217	reviewed	TRX1_YEAST	Thioredoxin-1 (Thioredoxin I) (TR-I) (Thioredoxin-2)	TRX1 TRX2 YLR043C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	103	cytoplasm [GO:0005737]; cytosol [GO:0005829]; fungal-type vacuole [GO:0000324]; Golgi membrane [GO:0000139]; membrane fusion priming complex [GO:0120124]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; disulfide oxidoreductase activity [GO:0015036]; protein-disulfide reductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]; deoxyribonucleotide biosynthetic process [GO:0009263]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; vacuole fusion, non-autophagic [GO:0042144]; vacuole inheritance [GO:0000011]	GO:0000011; GO:0000139; GO:0000324; GO:0005634; GO:0005737; GO:0005739; GO:0005758; GO:0005829; GO:0006888; GO:0006890; GO:0009263; GO:0015031; GO:0015035; GO:0015036; GO:0042144; GO:0045454; GO:0120124
P22219	reviewed	VPS15_YEAST	Serine/threonine-protein kinase VPS15 (EC 2.7.11.1) (Golgi-retention defective mutant protein 8) (Vacuolar protein sorting-associated protein 15)	VPS15 GRD8 VAC4 VPL19 YBR097W YBR0825	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1454	endosome membrane [GO:0010008]; fungal-type vacuole membrane [GO:0000329]; Golgi membrane [GO:0000139]; late endosome [GO:0005770]; mitochondrion [GO:0005739]; nucleus-vacuole junction [GO:0071561]; phagophore assembly site membrane [GO:0034045]; phosphatidylinositol 3-kinase complex, class III, type I [GO:0034271]; phosphatidylinositol 3-kinase complex, class III, type II [GO:0034272]; vacuole-isolation membrane contact site [GO:0120095]; 3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]; ubiquitin binding [GO:0043130]; autophagy [GO:0006914]; cellular response to potassium ion starvation [GO:0051365]; late endosome to vacuole transport [GO:0045324]; macroautophagy [GO:0016236]; pexophagy [GO:0000425]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; protein retention in Golgi apparatus [GO:0045053]; protein targeting to vacuole [GO:0006623]; vacuole inheritance [GO:0000011]	GO:0000011; GO:0000139; GO:0000329; GO:0000425; GO:0004674; GO:0004676; GO:0004677; GO:0004679; GO:0004694; GO:0004711; GO:0005524; GO:0005739; GO:0005770; GO:0006623; GO:0006914; GO:0010008; GO:0016236; GO:0032968; GO:0034045; GO:0034271; GO:0034272; GO:0035175; GO:0035402; GO:0035403; GO:0035979; GO:0043130; GO:0044022; GO:0044023; GO:0044024; GO:0044025; GO:0045053; GO:0045324; GO:0046854; GO:0051365; GO:0071561; GO:0072354; GO:0072371; GO:0072518; GO:0106310; GO:0120095; GO:0140823; GO:0140855; GO:0140857; GO:1990244
P22224	reviewed	SEC15_YEAST	Exocyst complex component SEC15	SEC15 YGL233W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	910	cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; exocyst [GO:0000145]; incipient cellular bud site [GO:0000131]; mating projection tip [GO:0043332]; plasma membrane [GO:0005886]; prospore membrane [GO:0005628]; small GTPase binding [GO:0031267]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; intracellular protein transport [GO:0006886]; vesicle docking involved in exocytosis [GO:0006904]; vesicle tethering involved in exocytosis [GO:0090522]	GO:0000131; GO:0000145; GO:0005628; GO:0005886; GO:0005934; GO:0005935; GO:0006886; GO:0006887; GO:0006893; GO:0006904; GO:0031267; GO:0043332; GO:0090522
P22276	reviewed	RPC2_YEAST	DNA-directed RNA polymerase III subunit RPC2 (RNA polymerase III subunit C2) (EC 2.7.7.6) (C128) (DNA-directed RNA polymerase III 130 kDa polypeptide)	RET1 RPC128 RPC2 YOR207C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1149	mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase III complex [GO:0005666]; DNA binding [GO:0003677]; mitochondrial single subunit type RNA polymerase activity [GO:0001065]; plastid single subunit type RNA polymerase activity [GO:0001066]; ribonucleoside binding [GO:0032549]; RNA polymerase I activity [GO:0001054]; RNA polymerase II activity [GO:0001055]; RNA polymerase III activity [GO:0001056]; RNA polymerase IV activity [GO:0001057]; RNA polymerase V activity [GO:0001058]; zinc ion binding [GO:0008270]; termination of RNA polymerase III transcription [GO:0006386]; transcription by RNA polymerase III [GO:0006383]; transcription initiation at RNA polymerase III promoter [GO:0006384]; tRNA transcription by RNA polymerase III [GO:0042797]	GO:0001054; GO:0001055; GO:0001056; GO:0001057; GO:0001058; GO:0001065; GO:0001066; GO:0003677; GO:0005634; GO:0005654; GO:0005666; GO:0005739; GO:0006383; GO:0006384; GO:0006386; GO:0008270; GO:0032549; GO:0042797
P22289	reviewed	QCR9_YEAST	Cytochrome b-c1 complex subunit 9, mitochondrial (Complex III subunit 9) (Complex III subunit X) (Cytochrome c1 non-heme 7.3 kDa protein) (Ubiquinol-cytochrome c oxidoreductase subunit 9) (Ubiquinol-cytochrome c reductase 7.3 kDa protein)	QCR9 UCR9 YGR183C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	66	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex III [GO:0045275]; aerobic respiration [GO:0009060]; cellular respiration [GO:0045333]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]; mitochondrial respiratory chain complex III assembly [GO:0034551]; proton transmembrane transport [GO:1902600]	GO:0005739; GO:0005743; GO:0006122; GO:0009060; GO:0034551; GO:0045275; GO:0045333; GO:1902600
P22336	reviewed	RFA1_YEAST	Replication factor A protein 1 (RF-A protein 1) (DNA-binding protein BUF2) (Replication protein A 69 kDa DNA-binding subunit) (Single-stranded DNA-binding protein)	RFA1 BUF2 RPA1 YAR007C FUN3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	621	chromosome, telomeric region [GO:0000781]; condensed nuclear chromosome [GO:0000794]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; DNA replication factor A complex [GO:0005662]; nucleus [GO:0005634]; damaged DNA binding [GO:0003684]; double-stranded DNA binding [GO:0003690]; mRNA binding [GO:0003729]; sequence-specific DNA binding [GO:0043565]; single-stranded DNA binding [GO:0003697]; single-stranded telomeric DNA binding [GO:0043047]; zinc ion binding [GO:0008270]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; DNA topological change [GO:0006265]; double-strand break repair via homologous recombination [GO:0000724]; establishment of protein localization [GO:0045184]; heteroduplex formation [GO:0030491]; meiotic cell cycle [GO:0051321]; mitotic recombination [GO:0006312]; nucleotide-excision repair [GO:0006289]; protein ubiquitination [GO:0016567]; reciprocal meiotic recombination [GO:0007131]; sporulation [GO:0043934]; telomere maintenance [GO:0000723]; telomere maintenance via recombination [GO:0000722]; telomere maintenance via telomerase [GO:0007004]; telomere maintenance via telomere lengthening [GO:0010833]	GO:0000722; GO:0000723; GO:0000724; GO:0000781; GO:0000794; GO:0003684; GO:0003690; GO:0003697; GO:0003729; GO:0005634; GO:0005662; GO:0005737; GO:0005829; GO:0006260; GO:0006265; GO:0006281; GO:0006289; GO:0006312; GO:0007004; GO:0007131; GO:0008270; GO:0010833; GO:0016567; GO:0030491; GO:0043047; GO:0043565; GO:0043934; GO:0045184; GO:0051321
P22515	reviewed	UBA1_YEAST	Ubiquitin-activating enzyme E1 1 (EC 6.2.1.45)	UBA1 YKL210W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1024	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ubiquitin activating enzyme activity [GO:0004839]; DNA damage response [GO:0006974]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0004839; GO:0005524; GO:0005634; GO:0005737; GO:0006511; GO:0006974; GO:0016567
P22516	reviewed	CHL1_YEAST	ATP-dependent DNA helicase CHL1 (EC 5.6.2.3) (Chromosome loss protein 1) (Chromosome transmission fidelity protein 1) (DNA 5'-3' helicase CHL1)	CHL1 CTF1 YPL008W YP8132.05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	861	chromatin [GO:0000785]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; iron-sulfur cluster binding [GO:0051536]; isomerase activity [GO:0016853]; metal ion binding [GO:0046872]; single-stranded 3'-5' DNA helicase activity [GO:1990518]; establishment of sister chromatid cohesion [GO:0034085]; interstrand cross-link repair [GO:0036297]; mitotic G1 DNA damage checkpoint signaling [GO:0031571]; mitotic sister chromatid cohesion [GO:0007064]	GO:0000785; GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0007064; GO:0009378; GO:0016853; GO:0016887; GO:0031571; GO:0034085; GO:0036121; GO:0036297; GO:0046872; GO:0051536; GO:0061749; GO:1990518
P22517	reviewed	KCC2_YEAST	Calcium/calmodulin-dependent protein kinase II (EC 2.7.11.17)	CMK2 YOL016C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	447	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; calcium/calmodulin-dependent protein kinase activity [GO:0004683]; calmodulin binding [GO:0005516]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; cellular response to oxidative stress [GO:0034599]; signal transduction [GO:0007165]	GO:0004672; GO:0004683; GO:0005516; GO:0005524; GO:0005737; GO:0007165; GO:0034599; GO:0106310
P22543	reviewed	VPS34_YEAST	Phosphatidylinositol 3-kinase VPS34 (PI3-kinase VPS34) (PI3K VPS34) (PtdIns-3-kinase VPS34) (EC 2.7.1.137) (Carboxypeptidase Y-deficient protein 15) (Vacuolar protein sorting-associated protein 34) (Vacuolar protein-targeting protein 29)	VPS34 END12 PEP15 VPL7 VPT29 YLR240W L9672.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	875	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome [GO:0005768]; endosome membrane [GO:0010008]; fungal-type vacuole membrane [GO:0000329]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; nucleus-vacuole junction [GO:0071561]; peroxisome [GO:0005777]; phagophore assembly site [GO:0000407]; phagophore assembly site membrane [GO:0034045]; phosphatidylinositol 3-kinase complex, class III, type I [GO:0034271]; phosphatidylinositol 3-kinase complex, class III, type II [GO:0034272]; 1-phosphatidylinositol-3-kinase activity [GO:0016303]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; cellular response to potassium ion starvation [GO:0051365]; endocytosis [GO:0006897]; late endosome to vacuole transport [GO:0045324]; macroautophagy [GO:0016236]; pexophagy [GO:0000425]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; phosphatidylinositol-3-phosphate biosynthetic process [GO:0036092]; phosphatidylinositol-mediated signaling [GO:0048015]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; protein transport [GO:0015031]	GO:0000045; GO:0000139; GO:0000329; GO:0000407; GO:0000425; GO:0004672; GO:0005524; GO:0005737; GO:0005768; GO:0005777; GO:0005829; GO:0006897; GO:0006914; GO:0010008; GO:0015031; GO:0016020; GO:0016236; GO:0016303; GO:0032968; GO:0034045; GO:0034271; GO:0034272; GO:0036092; GO:0045324; GO:0046854; GO:0048015; GO:0051365; GO:0071561
P22579	reviewed	SIN3_YEAST	Transcriptional regulatory protein SIN3	SIN3 CPE1 GAM2 RPD1 SDI1 SDS16 UME4 YOL004W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1536	chromatin [GO:0000785]; nucleus [GO:0005634]; Rpd3L complex [GO:0033698]; Rpd3L-Expanded complex [GO:0070210]; Rpd3S complex [GO:0032221]; Sin3-type complex [GO:0070822]; identical protein binding [GO:0042802]; transcription coactivator activity [GO:0003713]; transcription corepressor activity [GO:0003714]; cell division [GO:0051301]; cellular response to heat [GO:0034605]; double-strand break repair via nonhomologous end joining [GO:0006303]; G2/M transition of mitotic cell cycle [GO:0000086]; meiotic cell cycle [GO:0051321]; negative regulation of rDNA heterochromatin formation [GO:0061188]; negative regulation of silent mating-type cassette heterochromatin formation [GO:0061186]; negative regulation of transcription by RNA polymerase I [GO:0016479]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nucleophagy [GO:0044804]; nucleosome assembly [GO:0006334]; positive regulation of transcription by RNA polymerase II [GO:0045944]; rDNA chromatin condensation [GO:0070550]; regulation of DNA-templated DNA replication initiation [GO:0030174]; regulation of transcription by RNA polymerase II [GO:0006357]	GO:0000086; GO:0000122; GO:0000785; GO:0003713; GO:0003714; GO:0005634; GO:0006303; GO:0006334; GO:0006357; GO:0016479; GO:0030174; GO:0032221; GO:0033698; GO:0034605; GO:0042802; GO:0044804; GO:0045944; GO:0051301; GO:0051321; GO:0061186; GO:0061188; GO:0070210; GO:0070550; GO:0070822
