From	Entry	Entry Name	Organism	Gene Ontology (GO)	Gene Ontology IDs
4932.YER179W	P25453	DMC1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	condensed nuclear chromosome [GO:0000794]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on DNA [GO:0008094]; ATP-dependent DNA damage sensor activity [GO:0140664]; ATPase inhibitor activity [GO:0042030]; DNA strand exchange activity [GO:0000150]; double-stranded DNA binding [GO:0003690]; single-stranded DNA binding [GO:0003697]; chromosome organization involved in meiotic cell cycle [GO:0070192]; DNA recombinase assembly [GO:0000730]; DNA strand invasion [GO:0042148]; meiotic cell cycle [GO:0051321]; meiotic joint molecule formation [GO:0000709]; mitotic recombination [GO:0006312]; reciprocal meiotic recombination [GO:0007131]; sporulation resulting in formation of a cellular spore [GO:0030435]; synaptonemal complex assembly [GO:0007130]	GO:0000150; GO:0000709; GO:0000730; GO:0000794; GO:0003690; GO:0003697; GO:0005524; GO:0005634; GO:0006312; GO:0007130; GO:0007131; GO:0008094; GO:0016887; GO:0030435; GO:0042030; GO:0042148; GO:0051321; GO:0070192; GO:0140664
4932.YLR293C	P32835	GSP1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]; nucleus organization [GO:0006997]; poly(A)+ mRNA export from nucleus [GO:0016973]; protein import into nucleus [GO:0006606]; regulation of cell cycle phase transition [GO:1901987]; regulation of nucleocytoplasmic transport [GO:0046822]; ribosomal subunit export from nucleus [GO:0000054]	GO:0000054; GO:0000467; GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0005829; GO:0006606; GO:0006997; GO:0016973; GO:0046822; GO:1901987
4932.YGL095C	P38932	VPS45_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytosol [GO:0005829]; Golgi membrane [GO:0000139]; SNARE complex [GO:0031201]; vacuolar membrane [GO:0005774]; SNARE binding [GO:0000149]; unfolded protein binding [GO:0051082]; cytoplasm to vacuole targeting by the Cvt pathway [GO:0032258]; Golgi to endosome transport [GO:0006895]; Golgi to vacuole transport [GO:0006896]; Golgi vesicle fusion to target membrane [GO:0048210]; intracellular protein transport [GO:0006886]; positive regulation of SNARE complex assembly [GO:0035543]; protein targeting to vacuole [GO:0006623]; vacuolar acidification [GO:0007035]; vacuole inheritance [GO:0000011]; vacuole organization [GO:0007033]; vesicle-mediated transport [GO:0016192]	GO:0000011; GO:0000139; GO:0000149; GO:0005774; GO:0005829; GO:0006623; GO:0006886; GO:0006895; GO:0006896; GO:0007033; GO:0007035; GO:0016192; GO:0031201; GO:0032258; GO:0035543; GO:0048210; GO:0051082
4932.YKL194C	P07236	SYTM_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; threonine-tRNA ligase activity [GO:0004829]; mitochondrial threonyl-tRNA aminoacylation [GO:0070159]	GO:0004829; GO:0005524; GO:0005739; GO:0005759; GO:0070159
4932.YKR009C	Q02207	FOX2_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	peroxisome [GO:0005777]; (3R)-hydroxyacyl-CoA dehydrogenase (NAD+) activity [GO:0106386]; 3-hydroxyacyl-CoA dehydrogenase activity [GO:0003857]; enoyl-CoA hydratase activity [GO:0004300]; isomerase activity [GO:0016853]; fatty acid beta-oxidation [GO:0006635]	GO:0003857; GO:0004300; GO:0005777; GO:0006635; GO:0016853; GO:0106386
4932.YOR185C	P32836	GSP2_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; nucleus [GO:0005634]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; nucleus organization [GO:0006997]; poly(A)+ mRNA export from nucleus [GO:0016973]; protein import into nucleus [GO:0006606]; ribosomal subunit export from nucleus [GO:0000054]	GO:0000054; GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0006606; GO:0006997; GO:0016973
4932.YMR216C	Q03656	SKY1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; nucleus [GO:0005634]; 3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]; intracellular monoatomic cation homeostasis [GO:0030003]; intracellular monoatomic ion homeostasis [GO:0006873]; mRNA splice site recognition [GO:0006376]; positive regulation of protein import into nucleus [GO:0042307]; regulation of cell size [GO:0008361]; regulation of mRNA processing [GO:0050684]; response to xenobiotic stimulus [GO:0009410]; spliceosomal complex assembly [GO:0000245]; stress granule disassembly [GO:0035617]	GO:0000245; GO:0004672; GO:0004674; GO:0004676; GO:0004677; GO:0004679; GO:0004694; GO:0004711; GO:0005524; GO:0005634; GO:0005737; GO:0006376; GO:0006873; GO:0008361; GO:0009410; GO:0010494; GO:0030003; GO:0035175; GO:0035402; GO:0035403; GO:0035617; GO:0035979; GO:0042307; GO:0044022; GO:0044023; GO:0044024; GO:0044025; GO:0050684; GO:0072354; GO:0072371; GO:0072518; GO:0106310; GO:0140823; GO:0140855; GO:0140857; GO:1990244
4932.YOR303W	P07258	CARA_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	carbamoyl-phosphate synthase complex [GO:0005951]; cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; ATP binding [GO:0005524]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; glutaminase activity [GO:0004359]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; glutamine metabolic process [GO:0006541]; L-arginine biosynthetic process [GO:0006526]; pyrimidine nucleotide biosynthetic process [GO:0006221]	GO:0004088; GO:0004359; GO:0005524; GO:0005737; GO:0005951; GO:0006207; GO:0006221; GO:0006526; GO:0006541; GO:0010494
4932.YDR189W	P22213	SLY1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	COPII-coated ER to Golgi transport vesicle [GO:0030134]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; SNARE binding [GO:0000149]; syntaxin binding [GO:0019905]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; positive regulation of SNARE complex assembly [GO:0035543]; regulation of Ras protein signal transduction [GO:0046578]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; vesicle fusion with Golgi apparatus [GO:0048280]	GO:0000139; GO:0000149; GO:0005737; GO:0005783; GO:0005829; GO:0006886; GO:0006888; GO:0006890; GO:0016020; GO:0019905; GO:0030134; GO:0035543; GO:0046578; GO:0048280
4932.YDL147W	Q12250	RPN5_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]; proteasome complex [GO:0000502]; proteasome regulatory particle, lid subcomplex [GO:0008541]; proteasome storage granule [GO:0034515]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein deneddylation [GO:0000338]	GO:0000338; GO:0000502; GO:0005737; GO:0008180; GO:0008541; GO:0034515; GO:0043161
4932.YDR243C	P23394	PRP28_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U5 snRNP [GO:0005682]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; first spliceosomal transesterification activity [GO:0000384]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; mRNA 5'-splice site recognition [GO:0000395]; mRNA splicing, via spliceosome [GO:0000398]	GO:0000384; GO:0000395; GO:0000398; GO:0003723; GO:0003724; GO:0003729; GO:0005524; GO:0005634; GO:0005681; GO:0005682; GO:0005737; GO:0016887; GO:0046540; GO:0071013
4932.YLR386W	Q06708	VAC14_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	endosome membrane [GO:0010008]; fungal-type vacuole membrane [GO:0000329]; PAS complex [GO:0070772]; identical protein binding [GO:0042802]; protein-macromolecule adaptor activity [GO:0030674]; 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate metabolic process [GO:1903100]; cellular hyperosmotic response [GO:0071474]; phosphatidylinositol biosynthetic process [GO:0006661]; positive regulation of phosphorylation [GO:0042327]; protein localization to vacuolar membrane [GO:1903778]; protein transport [GO:0015031]; regulation of phosphatidylinositol biosynthetic process [GO:0010511]	GO:0000329; GO:0006661; GO:0010008; GO:0010511; GO:0015031; GO:0030674; GO:0042327; GO:0042802; GO:0070772; GO:0071474; GO:1903100; GO:1903778
4932.YFL002C	P25808	SPB4_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	90S preribosome [GO:0030686]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; preribosome, large subunit precursor [GO:0030687]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; assembly of large subunit precursor of preribosome [GO:1902626]; maturation of LSU-rRNA [GO:0000470]; ribosomal large subunit assembly [GO:0000027]	GO:0000027; GO:0000470; GO:0003723; GO:0003724; GO:0005524; GO:0005654; GO:0005730; GO:0016887; GO:0030686; GO:0030687; GO:1902626
4932.YKL029C	P36013	MAOM_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; malate dehydrogenase (decarboxylating) (NAD+) activity [GO:0004471]; malic enzyme activity [GO:0004470]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; oxaloacetate decarboxylase activity [GO:0008948]; amino acid metabolic process [GO:0006520]; malate metabolic process [GO:0006108]; pyruvate metabolic process [GO:0006090]	GO:0004470; GO:0004471; GO:0005739; GO:0005759; GO:0006090; GO:0006108; GO:0006520; GO:0008948; GO:0046872; GO:0051287
4932.YOL113W	Q12469	SKM1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; 3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]; cellular response to starvation [GO:0009267]; intracellular signal transduction [GO:0035556]; negative regulation of gene expression [GO:0010629]; negative regulation of sterol import [GO:2000910]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of MAPK cascade [GO:0043408]; septum digestion after cytokinesis [GO:0000920]; sterol import [GO:0035376]	GO:0000122; GO:0000920; GO:0004672; GO:0004674; GO:0004676; GO:0004677; GO:0004679; GO:0004694; GO:0004711; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0009267; GO:0010629; GO:0035175; GO:0035376; GO:0035402; GO:0035403; GO:0035556; GO:0035979; GO:0043408; GO:0044022; GO:0044023; GO:0044024; GO:0044025; GO:0072354; GO:0072371; GO:0072518; GO:0106310; GO:0140823; GO:0140855; GO:0140857; GO:1990244; GO:2000910
4932.YGL091C	P52920	NBP35_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic [4Fe-4S] assembly scaffold complex [GO:1904564]; iron-sulfur cluster assembly complex [GO:1990229]; nucleus [GO:0005634]; 4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent FeS chaperone activity [GO:0140663]; iron ion binding [GO:0005506]; iron-sulfur cluster binding [GO:0051536]; iron-sulfur cluster assembly [GO:0016226]; tRNA wobble uridine modification [GO:0002098]	GO:0002098; GO:0005506; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0016226; GO:0016887; GO:0051536; GO:0051539; GO:0140663; GO:1904564; GO:1990229
4932.YOR243C	Q08647	PUS7_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	box H/ACA snoRNP complex [GO:0031429]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; snRNA pseudouridine synthase activity [GO:0106032]; tRNA pseudouridine(13) synthase activity [GO:0160150]; enzyme-directed rRNA pseudouridine synthesis [GO:0000455]; mRNA processing [GO:0006397]; mRNA pseudouridine synthesis [GO:1990481]; pseudouridine synthesis [GO:0001522]; RNA splicing [GO:0008380]; snRNA pseudouridine synthesis [GO:0031120]; tRNA modification [GO:0006400]; tRNA pseudouridine synthesis [GO:0031119]	GO:0000455; GO:0001522; GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0006397; GO:0006400; GO:0008380; GO:0009982; GO:0031119; GO:0031120; GO:0031429; GO:0106032; GO:0160150; GO:1990481
4932.YOR176W	P16622	HEMH_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; ferrochelatase activity [GO:0004325]; heme biosynthetic process [GO:0006783]	GO:0004325; GO:0005739; GO:0005743; GO:0006783
4932.YLR231C	Q05979	KYNU_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; nucleus [GO:0005634]; kynureninase activity [GO:0030429]; pyridoxal phosphate binding [GO:0030170]; 'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; anthranilate metabolic process [GO:0043420]; L-kynurenine catabolic process [GO:0097053]; L-tryptophan catabolic process to kynurenine [GO:0019441]; quinolinate biosynthetic process [GO:0019805]	GO:0005634; GO:0005737; GO:0019441; GO:0019805; GO:0030170; GO:0030429; GO:0034354; GO:0043420; GO:0097053
4932.YPL028W	P41338	ERG10_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; vacuole [GO:0005773]; acetyl-CoA C-acetyltransferase activity [GO:0003985]; metal ion binding [GO:0046872]; ergosterol biosynthetic process [GO:0006696]	GO:0003985; GO:0005634; GO:0005737; GO:0005739; GO:0005773; GO:0005829; GO:0006696; GO:0046872
4932.YKR103W	P0CE68	NFT1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	fungal-type vacuole membrane [GO:0000329]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; macroautophagy [GO:0016236]; transmembrane transport [GO:0055085]	GO:0000329; GO:0005524; GO:0016236; GO:0016887; GO:0042626; GO:0055085; GO:0140359
4932.YKL134C	P35999	PMIP_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; intracellular iron ion homeostasis [GO:0006879]; peptide metabolic process [GO:0006518]; protein processing involved in protein targeting to mitochondrion [GO:0006627]; protein stabilization [GO:0050821]	GO:0004222; GO:0005739; GO:0005759; GO:0006518; GO:0006627; GO:0006879; GO:0046872; GO:0050821
4932.YPL203W	P06245	KAPB_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cAMP-dependent protein kinase complex [GO:0005952]; chromatin [GO:0000785]; cytosol [GO:0005829]; nucleus [GO:0005634]; P-body [GO:0000932]; ATP binding [GO:0005524]; cAMP-dependent protein kinase activity [GO:0004691]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; cellular response to glucose stimulus [GO:0071333]; G1 to G0 transition [GO:0070314]; invasive growth in response to glucose limitation [GO:0001403]; negative regulation of cytoplasmic mRNA processing body assembly [GO:0010607]; negative regulation of cytoplasmic translation [GO:2000766]; protein kinase A signaling [GO:0010737]; Ras protein signal transduction [GO:0007265]; signal transduction [GO:0007165]	GO:0000785; GO:0000932; GO:0001403; GO:0004672; GO:0004691; GO:0005524; GO:0005634; GO:0005829; GO:0005952; GO:0007165; GO:0007265; GO:0010607; GO:0010737; GO:0070314; GO:0071333; GO:0106310; GO:2000766
4932.YLR340W	P05317	RLA0_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	90S preribosome [GO:0030686]; cytoplasm [GO:0005737]; cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; ribosomal large subunit assembly [GO:0000027]	GO:0000027; GO:0002181; GO:0003735; GO:0005737; GO:0022625; GO:0030686; GO:0070180
4932.YOR136W	P28241	IDH2_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	isocitrate dehydrogenase complex (NAD+) [GO:0045242]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; isocitrate dehydrogenase (NAD+) activity [GO:0004449]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; RNA binding [GO:0003723]; glutamate biosynthetic process [GO:0006537]; isocitrate metabolic process [GO:0006102]; tricarboxylic acid cycle [GO:0006099]	GO:0000287; GO:0003723; GO:0004449; GO:0005739; GO:0005759; GO:0006099; GO:0006102; GO:0006537; GO:0045242; GO:0051287
